Entity,Code,Date,Daily new confirmed deaths due to COVID-19 (rolling 3-day average)
Cayman Islands,CYM,"Mar 21, 2020",0.3333333333333333
Cayman Islands,CYM,"Mar 22, 2020",0.3333333333333333
Cayman Islands,CYM,"Mar 23, 2020",0
Cayman Islands,CYM,"Mar 24, 2020",0
Cayman Islands,CYM,"Mar 25, 2020",0
Cayman Islands,CYM,"Mar 26, 2020",0
Cayman Islands,CYM,"Mar 27, 2020",0
Cayman Islands,CYM,"Mar 28, 2020",0
Cayman Islands,CYM,"Mar 29, 2020",0
Cayman Islands,CYM,"Mar 30, 2020",0
Cayman Islands,CYM,"Mar 31, 2020",0
Cayman Islands,CYM,"Apr 1, 2020",0
Central African Republic,CAF,"Mar 16, 2020",0
Central African Republic,CAF,"Mar 17, 2020",0
Central African Republic,CAF,"Mar 18, 2020",0
Central African Republic,CAF,"Mar 19, 2020",0
Central African Republic,CAF,"Mar 20, 2020",0
Central African Republic,CAF,"Mar 21, 2020",0
Central African Republic,CAF,"Mar 22, 2020",0
Central African Republic,CAF,"Mar 23, 2020",0
Central African Republic,CAF,"Mar 24, 2020",0
Central African Republic,CAF,"Mar 25, 2020",0
Central African Republic,CAF,"Mar 26, 2020",0
Central African Republic,CAF,"Mar 27, 2020",0
Central African Republic,CAF,"Mar 28, 2020",0
Central African Republic,CAF,"Mar 29, 2020",0
Central African Republic,CAF,"Mar 30, 2020",0
Central African Republic,CAF,"Mar 31, 2020",0
Central African Republic,CAF,"Apr 1, 2020",0
Chad,TCD,"Mar 20, 2020",0
Chad,TCD,"Mar 21, 2020",0
Chad,TCD,"Mar 22, 2020",0
Chad,TCD,"Mar 23, 2020",0
Chad,TCD,"Mar 24, 2020",0
Chad,TCD,"Mar 25, 2020",0
Chad,TCD,"Mar 26, 2020",0
Chad,TCD,"Mar 27, 2020",0
Chad,TCD,"Mar 28, 2020",0
Chad,TCD,"Mar 29, 2020",0
Chad,TCD,"Mar 30, 2020",0
Chad,TCD,"Mar 31, 2020",0
Chad,TCD,"Apr 1, 2020",0
Chile,CHL,"Mar 4, 2020",0
Chile,CHL,"Mar 5, 2020",0
Chile,CHL,"Mar 6, 2020",0
Chile,CHL,"Mar 7, 2020",0
Chile,CHL,"Mar 8, 2020",0
Chile,CHL,"Mar 9, 2020",0
Chile,CHL,"Mar 10, 2020",0
Chile,CHL,"Mar 11, 2020",0
Chile,CHL,"Mar 12, 2020",0
Chile,CHL,"Mar 13, 2020",0
Chile,CHL,"Mar 14, 2020",0
Chile,CHL,"Mar 15, 2020",0
Chile,CHL,"Mar 16, 2020",0
Chile,CHL,"Mar 17, 2020",0
Chile,CHL,"Mar 18, 2020",0
Chile,CHL,"Mar 19, 2020",0
Chile,CHL,"Mar 20, 2020",0
Chile,CHL,"Mar 21, 2020",0
Chile,CHL,"Mar 22, 2020",0.3333333333333333
Chile,CHL,"Mar 23, 2020",0.6666666666666666
Chile,CHL,"Mar 24, 2020",0.6666666666666666
Chile,CHL,"Mar 25, 2020",0.6666666666666666
Chile,CHL,"Mar 26, 2020",0.6666666666666666
Chile,CHL,"Mar 27, 2020",1
Chile,CHL,"Mar 28, 2020",1
Chile,CHL,"Mar 29, 2020",1
Chile,CHL,"Mar 30, 2020",1
Chile,CHL,"Mar 31, 2020",2
Chile,CHL,"Apr 1, 2020",2.5
China,CHN,"Dec 31, 2019",0
China,CHN,"Jan 1, 2020",0
China,CHN,"Jan 2, 2020",0
China,CHN,"Jan 3, 2020",0
China,CHN,"Jan 4, 2020",0
China,CHN,"Jan 5, 2020",0
China,CHN,"Jan 6, 2020",0
China,CHN,"Jan 7, 2020",0
China,CHN,"Jan 8, 2020",0
China,CHN,"Jan 9, 2020",0
China,CHN,"Jan 10, 2020",0.3333333333333333
China,CHN,"Jan 11, 2020",0.3333333333333333
China,CHN,"Jan 12, 2020",0.3333333333333333
China,CHN,"Jan 13, 2020",0
China,CHN,"Jan 14, 2020",0.3333333333333333
China,CHN,"Jan 15, 2020",0.3333333333333333
China,CHN,"Jan 16, 2020",0.3333333333333333
China,CHN,"Jan 17, 2020",0
China,CHN,"Jan 18, 2020",0.3333333333333333
China,CHN,"Jan 19, 2020",0.3333333333333333
China,CHN,"Jan 20, 2020",1.3333333333333333
China,CHN,"Jan 21, 2020",4.666666666666667
China,CHN,"Jan 22, 2020",4.666666666666667
China,CHN,"Jan 23, 2020",6.666666666666667
China,CHN,"Jan 24, 2020",8
China,CHN,"Jan 25, 2020",13
China,CHN,"Jan 26, 2020",18.333333333333332
China,CHN,"Jan 27, 2020",21.666666666666668
China,CHN,"Jan 28, 2020",25.333333333333332
China,CHN,"Jan 29, 2020",29.666666666666668
China,CHN,"Jan 30, 2020",35.666666666666664
China,CHN,"Jan 31, 2020",42.333333333333336
China,CHN,"Feb 1, 2020",44.666666666666664
China,CHN,"Feb 2, 2020",49.333333333333336
China,CHN,"Feb 3, 2020",55.666666666666664
China,CHN,"Feb 4, 2020",62.666666666666664
China,CHN,"Feb 5, 2020",67.66666666666667
China,CHN,"Feb 6, 2020",70.33333333333333
China,CHN,"Feb 7, 2020",77
China,CHN,"Feb 8, 2020",82.66666666666667
China,CHN,"Feb 9, 2020",90.66666666666667
China,CHN,"Feb 10, 2020",98
China,CHN,"Feb 11, 2020",100.66666666666667
China,CHN,"Feb 12, 2020",153
China,CHN,"Feb 13, 2020",121.33333333333333
China,CHN,"Feb 14, 2020",136.66666666666666
China,CHN,"Feb 15, 2020",99.33333333333333
China,CHN,"Feb 16, 2020",130
China,CHN,"Feb 17, 2020",115
China,CHN,"Feb 18, 2020",114
China,CHN,"Feb 19, 2020",116.33333333333333
China,CHN,"Feb 20, 2020",123
China,CHN,"Feb 21, 2020",113
China,CHN,"Feb 22, 2020",108.33333333333333
China,CHN,"Feb 23, 2020",119
China,CHN,"Feb 24, 2020",106
China,CHN,"Feb 25, 2020",90.66666666666667
China,CHN,"Feb 26, 2020",50.333333333333336
China,CHN,"Feb 27, 2020",41.666666666666664
China,CHN,"Feb 28, 2020",40
China,CHN,"Feb 29, 2020",42
China,CHN,"Mar 1, 2020",41.333333333333336
China,CHN,"Mar 2, 2020",36.333333333333336
China,CHN,"Mar 3, 2020",37
China,CHN,"Mar 4, 2020",33.333333333333336
China,CHN,"Mar 5, 2020",32.666666666666664
China,CHN,"Mar 6, 2020",29.666666666666668
China,CHN,"Mar 7, 2020",28.333333333333332
China,CHN,"Mar 8, 2020",26
China,CHN,"Mar 9, 2020",22.333333333333332
China,CHN,"Mar 10, 2020",20.666666666666668
China,CHN,"Mar 11, 2020",16.666666666666668
China,CHN,"Mar 12, 2020",13.333333333333334
China,CHN,"Mar 13, 2020",11
China,CHN,"Mar 14, 2020",10.333333333333334
China,CHN,"Mar 15, 2020",12.333333333333334
China,CHN,"Mar 16, 2020",10.333333333333334
China,CHN,"Mar 17, 2020",12.666666666666666
China,CHN,"Mar 18, 2020",11
China,CHN,"Mar 19, 2020",9.333333333333334
China,CHN,"Mar 20, 2020",6
China,CHN,"Mar 21, 2020",5.333333333333333
China,CHN,"Mar 22, 2020",7
China,CHN,"Mar 23, 2020",7.333333333333333
China,CHN,"Mar 24, 2020",6.666666666666667
China,CHN,"Mar 25, 2020",5.666666666666667
China,CHN,"Mar 26, 2020",5
China,CHN,"Mar 27, 2020",4.666666666666667
China,CHN,"Mar 28, 2020",4.333333333333333
China,CHN,"Mar 29, 2020",3.3333333333333335
China,CHN,"Mar 30, 2020",3.3333333333333335
China,CHN,"Mar 31, 2020",2
China,CHN,"Apr 1, 2020",2
Colombia,COL,"Mar 7, 2020",0
Colombia,COL,"Mar 8, 2020",0
Colombia,COL,"Mar 9, 2020",0
Colombia,COL,"Mar 10, 2020",0
Colombia,COL,"Mar 11, 2020",0
Colombia,COL,"Mar 12, 2020",0
Colombia,COL,"Mar 13, 2020",0
Colombia,COL,"Mar 14, 2020",0
Colombia,COL,"Mar 15, 2020",0
Colombia,COL,"Mar 16, 2020",0
Colombia,COL,"Mar 17, 2020",0
Colombia,COL,"Mar 18, 2020",0
Colombia,COL,"Mar 19, 2020",0
Colombia,COL,"Mar 20, 2020",0
Colombia,COL,"Mar 21, 2020",0.3333333333333333
Colombia,COL,"Mar 22, 2020",0.6666666666666666
Colombia,COL,"Mar 23, 2020",1
Colombia,COL,"Mar 24, 2020",0.6666666666666666
Colombia,COL,"Mar 25, 2020",0.6666666666666666
Colombia,COL,"Mar 26, 2020",1
Colombia,COL,"Mar 27, 2020",1
Colombia,COL,"Mar 28, 2020",0.6666666666666666
Colombia,COL,"Mar 29, 2020",1.3333333333333333
Colombia,COL,"Mar 30, 2020",2.6666666666666665
Colombia,COL,"Mar 31, 2020",3.3333333333333335
Colombia,COL,"Apr 1, 2020",3
Congo,COG,"Mar 16, 2020",0
Congo,COG,"Mar 17, 2020",0
Congo,COG,"Mar 18, 2020",0
Congo,COG,"Mar 19, 2020",0
Congo,COG,"Mar 20, 2020",0
Congo,COG,"Mar 21, 2020",0
Congo,COG,"Mar 22, 2020",0
Congo,COG,"Mar 23, 2020",0
Congo,COG,"Mar 24, 2020",0
Congo,COG,"Mar 25, 2020",0
Congo,COG,"Mar 26, 2020",0
Congo,COG,"Mar 27, 2020",0
Congo,COG,"Mar 28, 2020",0
Congo,COG,"Mar 29, 2020",0
Congo,COG,"Mar 30, 2020",0
Congo,COG,"Mar 31, 2020",0.6666666666666666
Congo,COG,"Apr 1, 2020",1
Costa Rica,CRI,"Mar 7, 2020",0
Costa Rica,CRI,"Mar 8, 2020",0
Costa Rica,CRI,"Mar 9, 2020",0
Costa Rica,CRI,"Mar 10, 2020",0
Costa Rica,CRI,"Mar 11, 2020",0
Costa Rica,CRI,"Mar 12, 2020",0
Costa Rica,CRI,"Mar 13, 2020",0
Costa Rica,CRI,"Mar 14, 2020",0
Costa Rica,CRI,"Mar 15, 2020",0
Costa Rica,CRI,"Mar 16, 2020",0
Costa Rica,CRI,"Mar 17, 2020",0
Costa Rica,CRI,"Mar 18, 2020",0.3333333333333333
Costa Rica,CRI,"Mar 19, 2020",0.3333333333333333
Costa Rica,CRI,"Mar 20, 2020",0.6666666666666666
Costa Rica,CRI,"Mar 21, 2020",0.3333333333333333
Costa Rica,CRI,"Mar 22, 2020",0.3333333333333333
Costa Rica,CRI,"Mar 23, 2020",0
Costa Rica,CRI,"Mar 24, 2020",0
Costa Rica,CRI,"Mar 25, 2020",0
Costa Rica,CRI,"Mar 26, 2020",0
Costa Rica,CRI,"Mar 27, 2020",0
Costa Rica,CRI,"Mar 28, 2020",0
Costa Rica,CRI,"Mar 29, 2020",0
Costa Rica,CRI,"Mar 30, 2020",0
Costa Rica,CRI,"Mar 31, 2020",0
Costa Rica,CRI,"Apr 1, 2020",0
Cote d'Ivoire,CIV,"Mar 12, 2020",0
Cote d'Ivoire,CIV,"Mar 13, 2020",0
Cote d'Ivoire,CIV,"Mar 14, 2020",0
Cote d'Ivoire,CIV,"Mar 15, 2020",0
Cote d'Ivoire,CIV,"Mar 16, 2020",0
Cote d'Ivoire,CIV,"Mar 17, 2020",0
Cote d'Ivoire,CIV,"Mar 18, 2020",0
Cote d'Ivoire,CIV,"Mar 19, 2020",0
Cote d'Ivoire,CIV,"Mar 20, 2020",0
Cote d'Ivoire,CIV,"Mar 21, 2020",0
Cote d'Ivoire,CIV,"Mar 22, 2020",0
Cote d'Ivoire,CIV,"Mar 23, 2020",0
Cote d'Ivoire,CIV,"Mar 24, 2020",0
Cote d'Ivoire,CIV,"Mar 25, 2020",0
Cote d'Ivoire,CIV,"Mar 26, 2020",0
Cote d'Ivoire,CIV,"Mar 27, 2020",0
Cote d'Ivoire,CIV,"Mar 28, 2020",0
Cote d'Ivoire,CIV,"Mar 29, 2020",0.3333333333333333
Cote d'Ivoire,CIV,"Mar 30, 2020",0.3333333333333333
Cote d'Ivoire,CIV,"Mar 31, 2020",0.3333333333333333
Cote d'Ivoire,CIV,"Apr 1, 2020",0
Croatia,HRV,"Dec 31, 2019",0
Croatia,HRV,"Jan 1, 2020",0
Croatia,HRV,"Jan 2, 2020",0
Croatia,HRV,"Jan 3, 2020",0
Croatia,HRV,"Jan 4, 2020",0
Croatia,HRV,"Jan 5, 2020",0
Croatia,HRV,"Jan 6, 2020",0
Croatia,HRV,"Jan 7, 2020",0
Croatia,HRV,"Jan 8, 2020",0
Croatia,HRV,"Jan 9, 2020",0
Croatia,HRV,"Jan 10, 2020",0
Croatia,HRV,"Jan 11, 2020",0
Croatia,HRV,"Jan 12, 2020",0
Croatia,HRV,"Jan 13, 2020",0
Croatia,HRV,"Jan 14, 2020",0
Croatia,HRV,"Jan 15, 2020",0
Croatia,HRV,"Jan 16, 2020",0
Croatia,HRV,"Jan 17, 2020",0
Croatia,HRV,"Jan 18, 2020",0
Croatia,HRV,"Jan 19, 2020",0
Croatia,HRV,"Jan 20, 2020",0
Croatia,HRV,"Jan 21, 2020",0
Croatia,HRV,"Jan 22, 2020",0
Croatia,HRV,"Jan 23, 2020",0
Croatia,HRV,"Jan 24, 2020",0
Croatia,HRV,"Jan 25, 2020",0
Croatia,HRV,"Jan 26, 2020",0
Croatia,HRV,"Jan 27, 2020",0
Croatia,HRV,"Jan 28, 2020",0
Croatia,HRV,"Jan 29, 2020",0
Croatia,HRV,"Jan 30, 2020",0
Croatia,HRV,"Jan 31, 2020",0
Croatia,HRV,"Feb 1, 2020",0
Croatia,HRV,"Feb 2, 2020",0
Croatia,HRV,"Feb 3, 2020",0
Croatia,HRV,"Feb 4, 2020",0
Croatia,HRV,"Feb 5, 2020",0
Croatia,HRV,"Feb 6, 2020",0
Croatia,HRV,"Feb 7, 2020",0
Croatia,HRV,"Feb 8, 2020",0
Croatia,HRV,"Feb 9, 2020",0
Croatia,HRV,"Feb 10, 2020",0
Croatia,HRV,"Feb 11, 2020",0
Croatia,HRV,"Feb 12, 2020",0
Croatia,HRV,"Feb 13, 2020",0
Croatia,HRV,"Feb 14, 2020",0
Croatia,HRV,"Feb 15, 2020",0
Croatia,HRV,"Feb 16, 2020",0
Croatia,HRV,"Feb 17, 2020",0
Croatia,HRV,"Feb 18, 2020",0
Croatia,HRV,"Feb 19, 2020",0
Croatia,HRV,"Feb 20, 2020",0
Croatia,HRV,"Feb 21, 2020",0
Croatia,HRV,"Feb 22, 2020",0
Croatia,HRV,"Feb 23, 2020",0
Croatia,HRV,"Feb 24, 2020",0
Croatia,HRV,"Feb 25, 2020",0
Croatia,HRV,"Feb 26, 2020",0
Croatia,HRV,"Feb 27, 2020",0
Croatia,HRV,"Feb 28, 2020",0
Croatia,HRV,"Feb 29, 2020",0
Croatia,HRV,"Mar 1, 2020",0
Croatia,HRV,"Mar 2, 2020",0
Croatia,HRV,"Mar 3, 2020",0
Croatia,HRV,"Mar 4, 2020",0
Croatia,HRV,"Mar 5, 2020",0
Croatia,HRV,"Mar 6, 2020",0
Croatia,HRV,"Mar 7, 2020",0
Croatia,HRV,"Mar 8, 2020",0
Croatia,HRV,"Mar 9, 2020",0
Croatia,HRV,"Mar 10, 2020",0
Croatia,HRV,"Mar 11, 2020",0
Croatia,HRV,"Mar 12, 2020",0
Croatia,HRV,"Mar 13, 2020",0
Croatia,HRV,"Mar 14, 2020",0
Croatia,HRV,"Mar 15, 2020",0
Croatia,HRV,"Mar 16, 2020",0
Croatia,HRV,"Mar 17, 2020",0
Croatia,HRV,"Mar 18, 2020",0
Croatia,HRV,"Mar 19, 2020",0
Croatia,HRV,"Mar 20, 2020",0
Croatia,HRV,"Mar 21, 2020",0
Croatia,HRV,"Mar 22, 2020",0
Croatia,HRV,"Mar 23, 2020",0
Croatia,HRV,"Mar 24, 2020",0.3333333333333333
Croatia,HRV,"Mar 25, 2020",0.3333333333333333
Croatia,HRV,"Mar 26, 2020",0.6666666666666666
Croatia,HRV,"Mar 27, 2020",0.6666666666666666
Croatia,HRV,"Mar 28, 2020",1.3333333333333333
Croatia,HRV,"Mar 29, 2020",1.3333333333333333
Croatia,HRV,"Mar 30, 2020",1
Croatia,HRV,"Mar 31, 2020",0.3333333333333333
Croatia,HRV,"Apr 1, 2020",0
Cuba,CUB,"Mar 12, 2020",0
Cuba,CUB,"Mar 13, 2020",0
Cuba,CUB,"Mar 14, 2020",0
Cuba,CUB,"Mar 15, 2020",0
Cuba,CUB,"Mar 16, 2020",0
Cuba,CUB,"Mar 17, 2020",0
Cuba,CUB,"Mar 18, 2020",0.5
Cuba,CUB,"Mar 19, 2020",0.3333333333333333
Cuba,CUB,"Mar 20, 2020",0.3333333333333333
Cuba,CUB,"Mar 21, 2020",0
Cuba,CUB,"Mar 22, 2020",0
Cuba,CUB,"Mar 23, 2020",0
Cuba,CUB,"Mar 24, 2020",0
Cuba,CUB,"Mar 25, 2020",0
Cuba,CUB,"Mar 26, 2020",0.3333333333333333
Cuba,CUB,"Mar 27, 2020",0.3333333333333333
Cuba,CUB,"Mar 28, 2020",0.6666666666666666
Cuba,CUB,"Mar 29, 2020",0.3333333333333333
Cuba,CUB,"Mar 30, 2020",0.6666666666666666
Cuba,CUB,"Mar 31, 2020",1
Cuba,CUB,"Apr 1, 2020",1.5
Curacao,CUW,"Mar 13, 2020",0
Curacao,CUW,"Mar 14, 2020",0
Curacao,CUW,"Mar 19, 2020",0
Curacao,CUW,"Mar 20, 2020",0
Curacao,CUW,"Mar 21, 2020",0
Curacao,CUW,"Mar 23, 2020",0
Curacao,CUW,"Mar 24, 2020",0
Curacao,CUW,"Mar 25, 2020",0.5
Curacao,CUW,"Mar 26, 2020",0.5
Curacao,CUW,"Mar 27, 2020",0.3333333333333333
Curacao,CUW,"Mar 28, 2020",0
Curacao,CUW,"Mar 29, 2020",0
Curacao,CUW,"Mar 30, 2020",0
Curacao,CUW,"Mar 31, 2020",0
Curacao,CUW,"Apr 1, 2020",0
Cyprus,CYP,"Mar 10, 2020",0
Cyprus,CYP,"Mar 11, 2020",0
Cyprus,CYP,"Mar 12, 2020",0
Cyprus,CYP,"Mar 13, 2020",0
Cyprus,CYP,"Mar 14, 2020",0
Cyprus,CYP,"Mar 15, 2020",0
Cyprus,CYP,"Mar 16, 2020",0
Cyprus,CYP,"Mar 17, 2020",0
Cyprus,CYP,"Mar 18, 2020",0
Cyprus,CYP,"Mar 19, 2020",0
Cyprus,CYP,"Mar 20, 2020",0
Cyprus,CYP,"Mar 21, 2020",0
Cyprus,CYP,"Mar 22, 2020",0
Cyprus,CYP,"Mar 23, 2020",0
Cyprus,CYP,"Mar 24, 2020",1
Cyprus,CYP,"Mar 25, 2020",1
Cyprus,CYP,"Mar 26, 2020",1
Cyprus,CYP,"Mar 27, 2020",0.6666666666666666
Cyprus,CYP,"Mar 28, 2020",0.6666666666666666
Cyprus,CYP,"Mar 29, 2020",1
Cyprus,CYP,"Mar 30, 2020",0.6666666666666666
Cyprus,CYP,"Mar 31, 2020",1
Cyprus,CYP,"Apr 1, 2020",1
Czech Republic,CZE,"Dec 31, 2019",0
Czech Republic,CZE,"Jan 1, 2020",0
Czech Republic,CZE,"Jan 2, 2020",0
Czech Republic,CZE,"Jan 3, 2020",0
Czech Republic,CZE,"Jan 4, 2020",0
Czech Republic,CZE,"Jan 5, 2020",0
Czech Republic,CZE,"Jan 6, 2020",0
Czech Republic,CZE,"Jan 7, 2020",0
Czech Republic,CZE,"Jan 8, 2020",0
Czech Republic,CZE,"Jan 9, 2020",0
Czech Republic,CZE,"Jan 10, 2020",0
Czech Republic,CZE,"Jan 11, 2020",0
Czech Republic,CZE,"Jan 12, 2020",0
Czech Republic,CZE,"Jan 13, 2020",0
Czech Republic,CZE,"Jan 14, 2020",0
Czech Republic,CZE,"Jan 15, 2020",0
Czech Republic,CZE,"Jan 16, 2020",0
Czech Republic,CZE,"Jan 17, 2020",0
Czech Republic,CZE,"Jan 18, 2020",0
Czech Republic,CZE,"Jan 19, 2020",0
Czech Republic,CZE,"Jan 20, 2020",0
Czech Republic,CZE,"Jan 21, 2020",0
Czech Republic,CZE,"Jan 22, 2020",0
Czech Republic,CZE,"Jan 23, 2020",0
Czech Republic,CZE,"Jan 24, 2020",0
Czech Republic,CZE,"Jan 25, 2020",0
Czech Republic,CZE,"Jan 26, 2020",0
Czech Republic,CZE,"Jan 27, 2020",0
Czech Republic,CZE,"Jan 28, 2020",0
Czech Republic,CZE,"Jan 29, 2020",0
Czech Republic,CZE,"Jan 30, 2020",0
Czech Republic,CZE,"Jan 31, 2020",0
Czech Republic,CZE,"Feb 1, 2020",0
Czech Republic,CZE,"Feb 2, 2020",0
Czech Republic,CZE,"Feb 3, 2020",0
Czech Republic,CZE,"Feb 4, 2020",0
Czech Republic,CZE,"Feb 5, 2020",0
Czech Republic,CZE,"Feb 6, 2020",0
Czech Republic,CZE,"Feb 7, 2020",0
Czech Republic,CZE,"Feb 8, 2020",0
Czech Republic,CZE,"Feb 9, 2020",0
Czech Republic,CZE,"Feb 10, 2020",0
Czech Republic,CZE,"Feb 11, 2020",0
Czech Republic,CZE,"Feb 12, 2020",0
Czech Republic,CZE,"Feb 13, 2020",0
Czech Republic,CZE,"Feb 14, 2020",0
Czech Republic,CZE,"Feb 15, 2020",0
Czech Republic,CZE,"Feb 16, 2020",0
Czech Republic,CZE,"Feb 17, 2020",0
Czech Republic,CZE,"Feb 18, 2020",0
Czech Republic,CZE,"Feb 19, 2020",0
Czech Republic,CZE,"Feb 20, 2020",0
Czech Republic,CZE,"Feb 21, 2020",0
Czech Republic,CZE,"Feb 22, 2020",0
Czech Republic,CZE,"Feb 23, 2020",0
Czech Republic,CZE,"Feb 24, 2020",0
Czech Republic,CZE,"Feb 25, 2020",0
Czech Republic,CZE,"Feb 26, 2020",0
Czech Republic,CZE,"Feb 27, 2020",0
Czech Republic,CZE,"Feb 28, 2020",0
Czech Republic,CZE,"Feb 29, 2020",0
Czech Republic,CZE,"Mar 1, 2020",0
Czech Republic,CZE,"Mar 2, 2020",0
Czech Republic,CZE,"Mar 3, 2020",0
Czech Republic,CZE,"Mar 4, 2020",0
Czech Republic,CZE,"Mar 5, 2020",0
Czech Republic,CZE,"Mar 6, 2020",0
Czech Republic,CZE,"Mar 7, 2020",0
Czech Republic,CZE,"Mar 8, 2020",0
Czech Republic,CZE,"Mar 9, 2020",0
Czech Republic,CZE,"Mar 10, 2020",0
Czech Republic,CZE,"Mar 11, 2020",0
Czech Republic,CZE,"Mar 12, 2020",0
Czech Republic,CZE,"Mar 13, 2020",0
Czech Republic,CZE,"Mar 14, 2020",0
Czech Republic,CZE,"Mar 15, 2020",0
Czech Republic,CZE,"Mar 16, 2020",0
Czech Republic,CZE,"Mar 17, 2020",0
Czech Republic,CZE,"Mar 18, 2020",0
Czech Republic,CZE,"Mar 19, 2020",0
Czech Republic,CZE,"Mar 20, 2020",0
Czech Republic,CZE,"Mar 21, 2020",0
Czech Republic,CZE,"Mar 22, 2020",0.3333333333333333
Czech Republic,CZE,"Mar 23, 2020",0.3333333333333333
Czech Republic,CZE,"Mar 24, 2020",1
Czech Republic,CZE,"Mar 25, 2020",1.6666666666666667
Czech Republic,CZE,"Mar 26, 2020",2.6666666666666665
Czech Republic,CZE,"Mar 27, 2020",2
Czech Republic,CZE,"Mar 28, 2020",1.6666666666666667
Czech Republic,CZE,"Mar 29, 2020",2.3333333333333335
Czech Republic,CZE,"Mar 30, 2020",5
Czech Republic,CZE,"Mar 31, 2020",6.666666666666667
Czech Republic,CZE,"Apr 1, 2020",7.5
Democratic Republic of Congo,COD,"Mar 11, 2020",0
Democratic Republic of Congo,COD,"Mar 12, 2020",0
Democratic Republic of Congo,COD,"Mar 13, 2020",0
Democratic Republic of Congo,COD,"Mar 14, 2020",0
Democratic Republic of Congo,COD,"Mar 15, 2020",0
Democratic Republic of Congo,COD,"Mar 16, 2020",0
Democratic Republic of Congo,COD,"Mar 17, 2020",0
Democratic Republic of Congo,COD,"Mar 18, 2020",0
Democratic Republic of Congo,COD,"Mar 19, 2020",0
Democratic Republic of Congo,COD,"Mar 20, 2020",0
Democratic Republic of Congo,COD,"Mar 21, 2020",0.3333333333333333
Democratic Republic of Congo,COD,"Mar 22, 2020",0.6666666666666666
Democratic Republic of Congo,COD,"Mar 23, 2020",0.6666666666666666
Democratic Republic of Congo,COD,"Mar 24, 2020",0.6666666666666666
Democratic Republic of Congo,COD,"Mar 25, 2020",0.3333333333333333
Democratic Republic of Congo,COD,"Mar 26, 2020",0.6666666666666666
Democratic Republic of Congo,COD,"Mar 27, 2020",0.3333333333333333
Democratic Republic of Congo,COD,"Mar 28, 2020",1
Democratic Republic of Congo,COD,"Mar 29, 2020",1.3333333333333333
Democratic Republic of Congo,COD,"Mar 30, 2020",1.3333333333333333
Democratic Republic of Congo,COD,"Mar 31, 2020",0.6666666666666666
Democratic Republic of Congo,COD,"Apr 1, 2020",0
Denmark,DNK,"Dec 31, 2019",0
Denmark,DNK,"Jan 1, 2020",0
Denmark,DNK,"Jan 2, 2020",0
Denmark,DNK,"Jan 3, 2020",0
Denmark,DNK,"Jan 4, 2020",0
Denmark,DNK,"Jan 5, 2020",0
Denmark,DNK,"Jan 6, 2020",0
Denmark,DNK,"Jan 7, 2020",0
Denmark,DNK,"Jan 8, 2020",0
Denmark,DNK,"Jan 9, 2020",0
Denmark,DNK,"Jan 10, 2020",0
Denmark,DNK,"Jan 11, 2020",0
Denmark,DNK,"Jan 12, 2020",0
Denmark,DNK,"Jan 13, 2020",0
Denmark,DNK,"Jan 14, 2020",0
Denmark,DNK,"Jan 15, 2020",0
Denmark,DNK,"Jan 16, 2020",0
Denmark,DNK,"Jan 17, 2020",0
Denmark,DNK,"Jan 18, 2020",0
Denmark,DNK,"Jan 19, 2020",0
Denmark,DNK,"Jan 20, 2020",0
Denmark,DNK,"Jan 21, 2020",0
Denmark,DNK,"Jan 22, 2020",0
Denmark,DNK,"Jan 23, 2020",0
Denmark,DNK,"Jan 24, 2020",0
Denmark,DNK,"Jan 25, 2020",0
Denmark,DNK,"Jan 26, 2020",0
Denmark,DNK,"Jan 27, 2020",0
Denmark,DNK,"Jan 28, 2020",0
Denmark,DNK,"Jan 29, 2020",0
Denmark,DNK,"Jan 30, 2020",0
Denmark,DNK,"Jan 31, 2020",0
Denmark,DNK,"Feb 1, 2020",0
Denmark,DNK,"Feb 2, 2020",0
Denmark,DNK,"Feb 3, 2020",0
Denmark,DNK,"Feb 4, 2020",0
Denmark,DNK,"Feb 5, 2020",0
Denmark,DNK,"Feb 6, 2020",0
Denmark,DNK,"Feb 7, 2020",0
Denmark,DNK,"Feb 8, 2020",0
Denmark,DNK,"Feb 9, 2020",0
Denmark,DNK,"Feb 10, 2020",0
Denmark,DNK,"Feb 11, 2020",0
Denmark,DNK,"Feb 12, 2020",0
Denmark,DNK,"Feb 13, 2020",0
Denmark,DNK,"Feb 14, 2020",0
Denmark,DNK,"Feb 15, 2020",0
Denmark,DNK,"Feb 16, 2020",0
Denmark,DNK,"Feb 17, 2020",0
Denmark,DNK,"Feb 18, 2020",0
Denmark,DNK,"Feb 19, 2020",0
Denmark,DNK,"Feb 20, 2020",0
Denmark,DNK,"Feb 21, 2020",0
Denmark,DNK,"Feb 22, 2020",0
Denmark,DNK,"Feb 23, 2020",0
Denmark,DNK,"Feb 24, 2020",0
Denmark,DNK,"Feb 25, 2020",0
Denmark,DNK,"Feb 26, 2020",0
Denmark,DNK,"Feb 27, 2020",0
Denmark,DNK,"Feb 28, 2020",0
Denmark,DNK,"Feb 29, 2020",0
Denmark,DNK,"Mar 1, 2020",0
Denmark,DNK,"Mar 2, 2020",0
Denmark,DNK,"Mar 3, 2020",0
Denmark,DNK,"Mar 4, 2020",0
Denmark,DNK,"Mar 5, 2020",0
Denmark,DNK,"Mar 6, 2020",0
Denmark,DNK,"Mar 7, 2020",0
