"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Grenada","GRD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","697246662.067802","706907333.990997","700890501.008893","687161348.666316","698798811.219995","713679558.250615","745354332.166129","782737538.516608","874736618.525032","935079120.811065","980785340.674767","960935225.765469","993965678.384358","1088034326.09758","1080989844.41415","1224470316.86793","1175581134.1538","1247567268.25077","1259388499.89185","1176101595.1297","1170088625.72285","1179039532.53026","1165419931.2408","1192823834.29378","1280425729.45521","1362925399.60188","1413839033.43238","1476882797.97692","1538575370.55064","",
"Greenland","GRL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47252611750.9835","48981229828.065","51351107679.4608","53367733457.1773","55520449857.1377","58267905694.399","59991342096.3611","62609418216.8936","65735836935.5707","68264735444.3825","70728320145.7822","72378111157.8815","75176702009.1828","77079267655.4325","79508869158.2125","82100947426.3773","86517795154.5726","91971923395.9225","94989595632.7954","95489281735.0434","98229334982.2999","102317687977.723","105356377406.801","109252019647.86","113812383733.093","118524266904.831","122189609185.494","125562451558.901","129511445050.683","",
"Guam","GUM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2137245863.38317","2266717357.63404","2442566701.47772","2642249105.80701","2867696980.96591","3011983621.67748","3251602506.87263","3452573185.1881","3394600873.59802","3495086212.75575","3447420090.51396","3526004778.2595","3565941259.12536","3543396472.62592","3598792236.24365","3528581326.23185","3709583763.47911","3969983207.0677","4048455763.15681","4192263319.09835","4365762834.26743","4592610458.19144","4834935996.3017","5077539786.19384","5275474635.92457","5436633239.87292","5619478965.57837","5737488214.43893","5972725320.16986","",
"High income","HIC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29022548447459","29522220192647.1","30195242513009.3","30614650219101.9","31631932736251.2","32584361229767.8","33585921205683.2","34755431286570","35720286650333.6","36904886316196.6","38448770196539.8","39024681479502.2","39649177281131.6","40620316514267.8","42070050612385","43350075613386.7","44798161450857.4","46113830910281.2","46397543246971.1","44932289522802.4","46339788819204.3","47345376703358.9","48021698172094.1","48751972302033","49804975186975","51010706988783","51918827026476.1","53102700475682.1","54338549708034.5","",
"Hong Kong SAR, China","HKG","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153875297215.83","162649192629.636","172790213792.949","183505022927.439","194581544261.941","199200498502.644","207683529349.242","218274705471.761","205434155934.963","210583611021.744","226721767520.167","227993132183.575","231770167412.025","238853840728.917","259634463539.589","278816888321.452","298424866027.393","317717221421.915","324477954100.485","316498797846.757","337918139316.253","354187869989.884","360210074487.37","371382201198.887","381641249847.18","390753968225.784","399258331216.766","414627751971.986","427076848873.903","",
"Honduras","HND","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15894730665.6537","15367135531.851","16300487379.7005","17359321106.4472","17396106115.2123","18472804103.8448","18818388943.8347","19683674098.4938","20390363868.2","20240361935.0768","21716145048.1263","22307517649.2782","23145017230.2788","24197429970.8015","25705487115.2829","27260823118.7326","29051107767.1585","30848885361.3642","32154286828.2783","31372414225.1852","32542963029.3315","33791210423.4101","35186343988.2885","36168591807.1898","37274656482.8466","38706033100.6809","40212848207.9542","42138250215.6023","43716574088.0335","",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","541065751675.857","545086610797.515","541562297208.587","547449734312.765","549074607612.965","575899063453.337","606162345336.006","632185566748.376","654079766776.328","675780398986.778","695259561330.903","726382598526.488","750548260670.264","784884283472.35","829083838548.217","879954259639.428","935015097950.406","997693351620.6","1058865775327.62","1105461382764.36","1172161920228.34","1227288834757.23","1298303381316.83","1374775506752.05","1451628238469.6","1523493697501.3","1597160946998.03","1681488106723.3","1752016870103.39","",
"Croatia","HRV","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58955457242.3728","62394651064.4152","66608119916.0991","67942243748.7464","67386634057.3162","69595965386.0177","71925292179.8129","75604867034.3347","79869231231.7463","83192096550.2423","86781011632.0471","91120977653.6952","95919755984.6586","97607494541.8134","90424072912.015","89071094135.2426","88795109766.8913","86808136744.7676","86331977886.8573","86242306373.2807","88344151517.0598","91421642493.7357","94291547037.3","96772155500.0264","",
"Haiti","HTI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14511078873.1115","14783966202.7276","13998947514.6885","13239323185.7273","11657140750.2902","12810930444.2536","13341402034.9946","13702248792.0625","14001209985.0202","14380677498.8349","14505797914.6049","14354303064.1853","14318207103.8574","14370296779.2393","13864047282.5692","14114294905.2554","14431756651.6733","14914250492.8256","15040118500.5982","15503842632.532","15019751513.8111","15849403538.3438","16307806354.5453","17000503259.3269","17472488254.5933","17686409131.169","17943341392.1721","18153867035.2425","18423248598.951","",
"Hungary","HUN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157102193596.993","152288299058.591","151410953197.026","155873268003.539","158195040040.052","158325418290.736","163301782719.354","169670556324.062","174881185695.815","182714449224.51","190158406390.94","199174346723.244","207309676304.809","217307913983.341","226529648617.484","235661088930.039","236231807716.763","238731829257","222737859704.316","224217489097.175","228296184503.14","224936146712.175","229351607391.736","238973096329.282","248162944651.218","253622526359.439","264586143756.392","278064168704.65","",
"IBRD only","IBD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17159739339354.1","17278610181077.4","17439128300643.7","17932952082561.2","18387645747681.2","19109423592907.6","20094887987113.8","21081260630717.3","21513196009189.2","22338836771868.9","23609596704342.3","24464851188203.3","25542700467921.2","27020994598463.3","29114681850249.6","31170457168410.4","33685609587073.6","36576589937593","38596085424880.6","39585982780211.4","42518099491722","45029895250772.1","47357727220161.5","49770290620469","52067785373881.9","54238622276350.4","56780581311733.2","59590243682789.5","62417105982465.9","",
"IDA & IBRD total","IBT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18897682138093.6","19046496274292.1","19243948781002.8","19754612234974.9","20227230064053.3","21014853518530.5","22090463186861.3","23141679873285.5","23639976294381.6","24536230917915.8","25899809989301.9","26855944298415.7","28063364137238.8","29673167540437.5","31951671041343.4","34199632988275.9","36912729619272.4","40015814427463.6","42214835062261.2","43386734868940.3","46545396430230.2","49237765599691.8","51768009487072.9","54441230002853.4","57000554456134.9","59383179935981.1","62112529954630.6","65166395855328.2","68254144076112.7","",
"IDA total","IDA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1764643068299.34","1796138822100.72","1834902274543.98","1850045837208.68","1866853014857.9","1933353455255.03","2024420590943.73","2088566935603.83","2157053190420.83","2228122869833.06","2320466566115.38","2423563213118.8","2556076931238.53","2688870837911.46","2875429952051.59","3069898152629.14","3268654951234.88","3480873019889.49","3662146203309.39","3849297212986.38","4076950344670.04","4256926993803.04","4461171304932.86","4726095856533.44","4992622755918.63","5207192089262.42","5394839760918.22","5641176065737.25","5905055808245.53","",
"IDA blend","IDB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","903288549530.882","922273989821.719","952510189640.542","950543720951.168","960850611301.853","984430157176.955","1028028015478.53","1048614456920.54","1076360242899.42","1101382713635.62","1143870354912.98","1185511696903.25","1266738193375.21","1329639538843.9","1432031461427.82","1527551289531.53","1621116094839.27","1714790024562.65","1784271659070.02","1876995050888.31","1979130243543.24","2072927642065.16","2164993769138.14","2287723871164.97","2416157044360.44","2515837924282.14","2575388119432.06","2660083997009.87","2768955629071.35","",
"Indonesia","IDN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","839213745925.895","897220056000.916","955516987609.856","1017591270785.25","1094317358472.94","1184270326308.34","1276858795913.07","1336869612456.4","1161382408238.18","1170570407381.49","1228163264451.2","1272910980908.49","1330185297242","1393773064452.43","1463892030404.63","1547225128046.56","1632337236348.95","1735909396809.54","1840301842699.8","1925487044368.68","2045326550276.98","2171518784772.08","2302462467434.46","2430416378087.98","2552099267504.09","2676547853209.17","2811260358371.99","2953718344725.32","3106463105067.91","",
"IDA only","IDX","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","848694652968.641","860518198145.302","867094610733.212","885606555548.8","891761559020.524","935570550782.019","982803919707.286","1027633076696.57","1068911006672.86","1116050508055.12","1165911428098.23","1228101552829.13","1276688003859.57","1346240036641.33","1428401857174.92","1526480801944.6","1631226446061.43","1749972137635.93","1863082781090.14","1956615594244.77","2082006206013.82","2167239799879.93","2279304601340.84","2421042527797.75","2558213388635.33","2672706061112.01","2803278718325.14","2967508824598.29","3123455614246.19","",
"Isle of Man","IMN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1664224157467.2","1681812201477.95","1774015806703.75","1858295327781.5","1982037802605.4","2132167094235.88","2293135523397.23","2386003403921.72","2533563775921.22","2757676634522.65","2863598750188.16","3001737787830.88","3115923152492.38","3360846598762.72","3627124344438.32","3914517025425.34","4230055774370.71","4554112524393.69","4694684227313.1","5063775082326.48","5494073659044.73","5782036999943.32","6097525693323.84","6486920171924.65","6967615721224.67","7524763957107.15","8139501543057.18","8722931967491.94","9317083079865.74","",
"Not classified","INX","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78745791625.8272","80265301564.4027","82948790775.9382","85182277548.2154","90085222008.8694","98764412761.7817","106087032891.116","117654476496.424","127880231648.379","141312207966.233","154660206701.115","162823839523.671","172462711310.262","177671031810.789","189612929607.647","200421035799.719","210584188182.227","221796253127.21","211858930765.357","201098165105.339","204738001159.272","205441154978.936","205904866159.359","208687946346.137","226544722777.56","283549113525.656","293977527654.726","317922867914.347","343896755889.769","",
"Iran, Islamic Rep.","IRN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","640560390117.162","719883431596.888","740290166819.747","747989168890.079","736682656245.067","753498624472.257","792479244381.105","796299365778.04","813641357573.432","820601722599.308","868673118029.595","875436943390.979","939042262126.505","1021063701391.51","1065730227728.56","1099724934092.12","1154708929239.8","1248884374365.23","1252017282663.88","1264629922699.9","1337952385362.8","1373350831357.52","1271110945498.42","1268644056366.03","1327045056375.37","1309519500601.68","1484945934179.67","1540708436306.01","","",
"Iraq","IRQ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201273168425.529","72363527736.6748","95948399091.7922","125011007738.087","129829596150.674","132582011677.654","147193593325.041","178454473535.823","240658518383.465","282971740233.816","286951666266.933","293566810865.104","273310170471.489","182842215393.504","281865489722.049","294269311533.25","324161774139.969","328627420735.618","355667236886.308","367686296601.583","391227650166.62","420751532114.547","479389275592.69","515822860537.734","519433620561.471","532303443587.509","613279906575.582","597980762688.866","594615652837.019","",
"Iceland","ISL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7661687535.53098","7644561709.03765","7386642289.40961","7483662102.90093","7753736836.34094","7762776430.39131","8117780908.69666","8409123114.22639","9005797499.02626","9369906569.15109","9828244310.27737","10211428954.5932","10280986430.5849","10514173315.7994","11359744719.0668","12078817049.6417","12712812428.8539","13903408389.8979","14180361616.3135","13219328014.4727","12765128021.1963","13005319157.5317","13173924808.8932","13718515244.7021","14003899760.8349","14629574467.6182","15705064022.3273","16428090834.6608","17185668305.6163","",
"Israel","ISR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97002186406.0918","104496687037.866","112604863050.15","117240530949.568","125948976181.155","134265292410.594","141022618867.2","146564346189.158","152305115618.637","157048806283.775","168757080746.341","168957600375.248","168932492196.519","170571912087.905","177711851596.048","184663394245.174","194938868983.556","206193630578.084","212372187790.425","214335064506.549","226340266546.338","237167247512.715","242520675674.998","252580565601.184","262073048898.287","268074763147.702","278749624536.641","288608171394.332","298575839077.013","",
"Italy","ITA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770596789637.54","1797836492707.54","1812835401388.29","1797375436848.45","1836037407479.7","1889040809883.44","1912970891765.05","1947982319056.79","1983252782278.24","2015495070124.71","2091820964344.54","2132640163646.3","2138055854035.07","2141019774388.58","2171499206822.24","2189258790798.06","2228460527421.89","2261599361803.34","2239842485540.34","2121557810314.28","2157906372003.96","2173169963370.93","2108389814579.2","2069572978133.05","2069478863425.12","2085585707456.32","2112274345603.19","2148524508916.85","2165161393880.13","",
"Jamaica","JAM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17668591816.2418","18523440472.6477","18885674224.0065","20664157536.1672","20950023384.3439","21442339934.0556","21417953302.2292","21173690139.3377","20679379005.9258","20896031456.4018","21079645626.1925","21363152012.1987","21789836312.7065","22588720914.8795","22887733483.3486","23092303572.8074","23761778399.4906","24102036144.4622","23906391070.8396","22869654517.8207","22534371821.0575","22924301243.0723","22783629468.7567","22897903173.6031","23056237161.409","23268972943.9251","23589069947.1173","23825754493.6879","24288183355.9769","",
"Jordan","JOR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22685737058.8435","23099501329.8644","27410985234.3805","28680364721.0675","30110493899.236","31973232205.9062","32640624589.0847","33720341685.4752","34729907801.7295","35914015277.5338","37438654077.4696","39411153111.2795","41690883786.8525","43425662191.8756","47146068207.2394","50986861757.6333","55113397465.3542","59619314030.2847","63931226313.9025","67432471615.2829","68991100649.3238","70775751689.3427","72652137714.8287","74707297150.0858","77020481863.2499","78862577615.8269","80442773600.9698","82144727818.6464","83738575569.3713","",
"Japan","JPN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3778061403994.87","3907176530133.75","3940312105773.22","3919904447334.53","3958831699874.54","4067388420200.44","4193477432379.65","4238601146437.75","4190772354495.23","4180213524514.61","4296408111808.63","4313865960514.35","4318956010747","4384959166693.36","4481633830086","4556148629447.56","4620846238688.84","4697283532342.87","4645916829800.45","4394274796105.39","4578471337864.05","4573186804907.29","4641560044573.46","4734403677470.48","4752144410138.11","4810259384032.23","4839558345940.53","4932901678466.67","4971795431591.58","",
"Kazakhstan","KAZ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213349353350.032","189880924477.918","179817235482.611","163274049814.555","142701519543.865","130999994936.647","131654994914.046","133893129826.921","131349160360.979","134895587687.891","148115355284.193","168110928245.243","184585799212.618","201752278540.015","221120497282.617","242569185517.321","268524088367.675","292422732232.382","302072682396.667","305697554583.701","328013476068.807","352286473300.142","369196224018.523","391347997456.887","407784613352.543","412678028711.827","417217487027.252","434323403996.781","452130663560.09","",
"Kenya","KEN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55707556394.9901","56508824244.7893","56057039608.1261","56255031534.0257","57736105295.1817","60280083108.0542","62779801264.66","63077943746.5419","65153342907.9358","66655380645.1952","67055109891.187","69589730346.0583","69970288418.3532","72022150015.8219","75698376457.5261","80169626784.1254","85358601306.9567","91206288418.4869","91418144889.4453","94441287921.2466","102379738527.383","108633362952.274","113590530489.511","120268154931.071","126711071101.05","133957052738.155","141832319951.737","148728970721.747","158128316495.61","",
"Kyrgyz Republic","KGZ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15257961984.1427","14060049357.875","12107290037.8277","10235584762.1208","8179751331.71998","7736096175.41356","8284160096.07296","9105548496.40211","9298753247.03043","9638696098.94949","10161756699.5565","10702523147.6749","10700665921.0999","11452954424.2289","12257737465.2498","12236219224.1571","12615896710.324","13693656983.311","14844145453.5681","15272591237.1255","15200570760.0957","16105958461.3669","16073746544.4442","17825784917.7886","18538816314.5002","19261830150.7657","20090088847.2486","21034323023.0693","21770524328.8767","",
"Cambodia","KHM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16328203890.8503","10644578380.4609","11698760890.0224","12388695969.7855","12885064073.1952","13488295369.9897","15202034705.2744","16830475872.697","18083775263.0679","19273495897.4468","20912879328.6811","23075381633.7306","26132889755.8549","28947685176.8931","31903988921.579","34038869057.7897","34068379722.2329","36099903974.4308","38652011936.303","41478767113.9546","44530221118.4119","47710823823.1125","51067798981.2672","54658358960.8791","58492659299.5478","62878417548.4185","",
"Kiribati","KIR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140739711.432635","140739711.432635","141974270.304851","143208829.177067","145677946.9215","145677946.9215","148147064.665932","150616182.410364","160492653.388093","158023535.643661","167900006.621389","165430888.876957","171696522.065228","175141311.686373","172287628.853245","180818677.572033","180729542.421459","184407293.301791","180550531.384988","181999903.500969","180318434.317011","183193721.930402","191828226.682682","199913352.736825","198518301.211221","219174940.261141","230418067.910413","231174852.499081","235800744.593275","",
"St. Kitts and Nevis","KNA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","631671039.001189","619895330.994239","646357749.076354","690323896.837767","726919006.236817","766049834.299211","810810350.192128","866136960.201015","861925268.025797","889673977.278547","982264063.001727","1036458082.33137","1062055459.92706","1025475625.53268","1067088404.24199","1170545128.28405","1204698137.82612","1204081842.30456","1282200931.71914","1239010278.97236","1202624878.41513","1224614096.24216","1197329543.46451","1261790063.15195","1341091098.48307","1354954013.82817","1393250147.74675","1365700828.22156","1405633084.86206","",
"Korea, Rep.","KOR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","498681159514.613","550314364187.995","584299059042.141","624304519324.385","681778876858.01","747029234218.773","803762437311.249","851362739542.793","804782817379.064","895792660042.199","975737013407.482","1019892106470.17","1095694910214.91","1127834029471.1","1183096097461.14","1229516971566.77","1293158661236.75","1363809044893.02","1402394246432.22","1412316325213.73","1504071601637.97","1559446833866.66","1595195559499.74","1641395692018","1696242071623.01","1743571231387.8","1794645747067.85","1849611591021.43","1898964987992.04","",
"Kuwait","KWT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86072659719.4986","115329158779.288","125058517792.612","131134224787.599","131927753359.571","135190755790.654","140141515761.547","137634370782.676","144095729162.091","144403132293.738","148755851581.317","174529320798.543","192401643448.026","212813620351.426","228806080834.429","242515169940.452","248528956704.359","230942907481.243","225468269003.663","247177337169.866","263556266778.465","266584630667.396","267920573323.777","269508709236.721","277394860529.75","264323070599.092","267616578209.111","",
"Latin America & Caribbean (excluding high income)","LAC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4109504542804.78","4262255703359.58","4374272436737.28","4546036044894.14","4761947237277.95","4798101192848.32","4971663845151.06","5231605115155.23","5352540011642.38","5354484124657.52","5549325000428.25","5575794908742.5","5579402475505.87","5676281846896.04","6018026931324.89","6273187432442.2","6608123504878.24","6974241483104.24","7246021602348.97","7091479629930.26","7524214746898.67","7864310557913.17","8078822428655.36","8303840341944.35","8404155125394.41","8406543894800.71","8319876492709.76","8404961335632.41","8460226399808.65","",
"Lao PDR","LAO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7273615927.82477","7586131465.17792","8007909584.71721","8481381767.89218","9173379277.97665","9818382905.44847","10498632257.7159","11220107848.8958","11665277755.7618","12517586818.5629","13243454430.6593","14005140174.8313","14834068524.0527","15734051803.1481","16734374903.4779","17923782040.8776","19468680529.6535","20947682859.2084","22586818673.961","24281230970.7998","26351668594.1","28469987707.9776","30755016945.5792","33223506940.3046","35752468142.3336","38351696116.9214","41045072936.2323","43874117260.0839","46615354560.1634","",
"Lebanon","LBN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15650910225.8746","23389875150.9069","27234783688.7375","30166790570.2362","32611881942.9992","34714977390.1907","38632887422.7547","39040451508.2156","40471566624.4395","40258854288.9279","40799076428.9259","42365626032.3768","43815864886.7152","45229845903.8107","48076510839.5077","49397842805.3926","50238314493.6053","54931040048.0096","60011525283.5611","66045370510.8242","71353601625.6756","72008412770.4573","73967150737.8914","75904469413.1533","77334726447.351","77655689353.8949","78902470549.7551","79338008066.4462","79496676653.7092","",
"Liberia","LBR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3753898421.06534","3863522501.93077","4008907559.99397","2800417060.65466","2873783722.21635","3025554335.0603","3268927089.24108","3580628435.91903","3836489008.12989","4039843618.70175","4286267114.83521","4637773844.21952","5008508937.59092","5444450961.20596","5482624397.64871","5482624397.64871","5394925210.89076","5528105742.4553","5595689671.7935","",
"Libya","LBY","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113240031841.056","117406374145.144","115336642806.984","114230738121.659","129099012224.358","134858932460.423","150867670769.863","160674894958.471","170881473616.78","175439490496.92","174053269693.44","182792988664.964","69322560014.4654","154686052068.548","133648749027.161","101573049214.563","92571605611.4271","89983795175.677","113987755502.506","123049482046.838","",
"St. Lucia","LCA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1329521258.64512","1334515960.43612","1440651044.52559","1449052925.65771","1472216913.81703","1497954553.2335","1541733606.28133","1531031959.81675","1627279855.92856","1670738071.17889","1671552529.66581","1614584945.95719","1621308892.36027","1690451409.69957","1813303426.38983","1805863370.02274","1917741231.57867","1957396658.14433","2054817537.24379","2024939744.28592","2031091879.48073","2115166407.02429","2109081694.71882","2067438576.26861","2095118458.15676","2100026243.51726","2166100049.05256","2221335985.08965","2240375845.94682","",
"Latin America & Caribbean","LCN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4397877409425.55","4565261766629.63","4701176633104.78","4889204146445.75","5121507950852.08","5177428408914.62","5370550212170.11","5657000458877.27","5798967732426.85","5808835809713.72","6021544524947.81","6062436077343.14","6074089761370.69","6186468896615.46","6564977903344.49","6841455560162.62","7203199081408.01","7593312041292.23","7883393378631.2","7720413419724.7","8179722865440.95","8549091716409.64","8791951915642.56","9040405600170.7","9152067936662.96","9168268185137.86","9089775316243.24","9182506090774.3","9253582981101.26","",
"Least developed countries: UN classification","LDC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","696750394058.906","709816151711.961","717605916437.483","722125689090.66","730721011488.427","772395941345.417","816477921492.345","855554720820.951","889992914636.161","930118349325.658","973849785116.435","1027728113190.6","1078428628341.73","1138622794453.31","1216520867591.97","1314533262946.27","1415703170449.55","1531418565865.11","1638787620749.4","1720781503439.74","1832324084842.21","1902877743110.78","2001127454842.04","2120008961378.93","2238285219440.43","2332692901358.91","2431712349005.94","2558888049475.75","2680396056927.98","",
"Low income","LIC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477103525539.84","478753584118.433","465658414430.05","467181566203.599","470996729028.793","490603567993.549","514211135020.321","533514406874.273","551013414906.275","571762130623.2","590276357594.528","620408357620.184","641029462750.111","670610135774.818","711851297401.283","758375497932.708","800988217221","852535543673.59","903925221744.383","951699664078.699","1018975969100.62","1050903459869.32","1091870690368.81","1158610390664.03","1223942565260.18","1255403291787.91","1297214227500.15","1361608560294.36","1428229577685.54","",
"Liechtenstein","LIE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62600791134.9964","65480419542.1766","68361552273.7111","73078542620.6273","77170881614.4145","81415345877.5334","84509102320.9049","89922248105.5209","94147175734.2011","98196013154.3019","104087806505.499","102479225077.112","106542193996.598","112871087001.18","119016986853.426","126445727303.153","136141954767.98","145395286708.51","154046434426.456","159498002261.577","172283310080.071","186763262332.062","203841963785.799","210763891904.136","221219257536.909","232297217363.428","242719544532.134","251020114091.429","259075678710.258","",
