Entity,Code,Date,Case fatality rate of COVID-19 (%) (Only observations with ≥100 cases) (%)
Afghanistan,AFG,"Mar 29, 2020",2.8301886792452833
Afghanistan,AFG,"Mar 30, 2020",3.508771929824561
Afghanistan,AFG,"Mar 31, 2020",2.8368794326241136
Afghanistan,AFG,"Apr 1, 2020",2.4096385542168677
Albania,ALB,"Mar 24, 2020",4
Albania,ALB,"Mar 25, 2020",4.0650406504065035
Albania,ALB,"Mar 26, 2020",3.4246575342465753
Albania,ALB,"Mar 27, 2020",3.4482758620689653
Albania,ALB,"Mar 28, 2020",4.838709677419355
Albania,ALB,"Mar 29, 2020",5.0761421319796955
Albania,ALB,"Mar 30, 2020",4.716981132075472
Albania,ALB,"Mar 31, 2020",5.381165919282512
Albania,ALB,"Apr 1, 2020",6.172839506172839
Algeria,DZA,"Mar 23, 2020",14.705882352941178
Algeria,DZA,"Mar 24, 2020",8.994708994708994
Algeria,DZA,"Mar 25, 2020",7.35930735930736
Algeria,DZA,"Mar 26, 2020",6.4393939393939394
Algeria,DZA,"Mar 27, 2020",6.885245901639345
Algeria,DZA,"Mar 28, 2020",6.885245901639345
Algeria,DZA,"Mar 29, 2020",6.356968215158925
Algeria,DZA,"Mar 30, 2020",6.387665198237885
Algeria,DZA,"Mar 31, 2020",6.066536203522505
Algeria,DZA,"Apr 1, 2020",5.993150684931506
Andorra,AND,"Mar 23, 2020",0
Andorra,AND,"Mar 24, 2020",0
Andorra,AND,"Mar 25, 2020",0
Andorra,AND,"Mar 26, 2020",0
Andorra,AND,"Mar 27, 2020",1.3392857142857142
Andorra,AND,"Mar 28, 2020",1.1235955056179776
Andorra,AND,"Mar 29, 2020",1.2987012987012987
Andorra,AND,"Mar 30, 2020",1.7964071856287425
Andorra,AND,"Mar 31, 2020",2.1621621621621623
Andorra,AND,"Apr 1, 2020",3.1914893617021276
Argentina,ARG,"Mar 20, 2020",2.34375
Argentina,ARG,"Mar 21, 2020",1.89873417721519
Argentina,ARG,"Mar 22, 2020",1.7777777777777777
Argentina,ARG,"Mar 23, 2020",1.5037593984962405
Argentina,ARG,"Mar 24, 2020",1.3289036544850499
Argentina,ARG,"Mar 25, 2020",1.550387596899225
Argentina,ARG,"Mar 26, 2020",1.593625498007968
Argentina,ARG,"Mar 27, 2020",2.037351443123939
Argentina,ARG,"Mar 28, 2020",2.4637681159420293
Argentina,ARG,"Mar 29, 2020",2.5503355704697985
Argentina,ARG,"Mar 30, 2020",2.4390243902439024
Argentina,ARG,"Mar 31, 2020",2.484472049689441
Argentina,ARG,"Apr 1, 2020",2.484472049689441
Armenia,ARM,"Mar 19, 2020",0
Armenia,ARM,"Mar 20, 2020",0
Armenia,ARM,"Mar 21, 2020",0
Armenia,ARM,"Mar 22, 2020",0
Armenia,ARM,"Mar 23, 2020",0
Armenia,ARM,"Mar 24, 2020",0
Armenia,ARM,"Mar 25, 2020",0
Armenia,ARM,"Mar 26, 2020",0
Armenia,ARM,"Mar 27, 2020",0.303951367781155
Armenia,ARM,"Mar 28, 2020",0.2688172043010753
Armenia,ARM,"Mar 29, 2020",0.7075471698113208
Armenia,ARM,"Mar 30, 2020",0.7075471698113208
Armenia,ARM,"Mar 31, 2020",0.6224066390041494
Armenia,ARM,"Apr 1, 2020",0.5639097744360901
Australia,AUS,"Mar 10, 2020",3
Australia,AUS,"Mar 11, 2020",2.6785714285714284
Australia,AUS,"Mar 12, 2020",2.380952380952381
Australia,AUS,"Mar 13, 2020",1.9230769230769231
Australia,AUS,"Mar 14, 2020",1.5228426395939088
Australia,AUS,"Mar 15, 2020",1.2048192771084338
Australia,AUS,"Mar 16, 2020",1.6778523489932886
Australia,AUS,"Mar 17, 2020",1.3333333333333335
Australia,AUS,"Mar 18, 2020",1.1013215859030838
Australia,AUS,"Mar 19, 2020",1.0619469026548671
Australia,AUS,"Mar 20, 2020",0.846262341325811
Australia,AUS,"Mar 21, 2020",0.8009153318077803
Australia,AUS,"Mar 22, 2020",0.6375227686703097
Australia,AUS,"Mar 23, 2020",0.40959625511995323
Australia,AUS,"Mar 24, 2020",0.38398244651673064
Australia,AUS,"Mar 25, 2020",0.33016921172100705
Australia,AUS,"Mar 26, 2020",0.3929974991068239
Australia,AUS,"Mar 27, 2020",0.410612760581175
Australia,AUS,"Mar 28, 2020",0.3848431024274719
Australia,AUS,"Mar 29, 2020",0.36755053819900235
Australia,AUS,"Mar 30, 2020",0.3909113119960909
Australia,AUS,"Mar 31, 2020",0.41694096993636165
Australia,AUS,"Apr 1, 2020",0.42489908646696406
Austria,AUT,"Mar 9, 2020",0
Austria,AUT,"Mar 10, 2020",0
Austria,AUT,"Mar 11, 2020",0
Austria,AUT,"Mar 12, 2020",0
Austria,AUT,"Mar 13, 2020",0.2770083102493075
Austria,AUT,"Mar 14, 2020",0.1984126984126984
Austria,AUT,"Mar 15, 2020",0.15267175572519084
Austria,AUT,"Mar 16, 2020",0.11627906976744186
Austria,AUT,"Mar 17, 2020",0.2952755905511811
Austria,AUT,"Mar 18, 2020",0.22522522522522523
Austria,AUT,"Mar 19, 2020",0.24301336573511542
Austria,AUT,"Mar 20, 2020",0.273224043715847
Austria,AUT,"Mar 21, 2020",0.22650056625141565
Austria,AUT,"Mar 22, 2020",0.26455026455026454
Austria,AUT,"Mar 23, 2020",0.4406499586890664
Austria,AUT,"Mar 24, 2020",0.5572893446277307
Austria,AUT,"Mar 25, 2020",0.5679666792881485
Austria,AUT,"Mar 26, 2020",0.577445652173913
Austria,AUT,"Mar 27, 2020",0.7397922890880637
Austria,AUT,"Mar 28, 2020",0.883461088735871
Austria,AUT,"Mar 29, 2020",0.8201664455433603
Austria,AUT,"Mar 30, 2020",0.9758311585158288
Austria,AUT,"Mar 31, 2020",1.122894572676232
Austria,AUT,"Apr 1, 2020",1.2571204085641328
Azerbaijan,AZE,"Mar 27, 2020",2.459016393442623
Azerbaijan,AZE,"Mar 28, 2020",1.8181818181818181
Azerbaijan,AZE,"Mar 29, 2020",2.197802197802198
Azerbaijan,AZE,"Mar 30, 2020",1.9138755980861244
Azerbaijan,AZE,"Mar 31, 2020",1.465201465201465
Azerbaijan,AZE,"Apr 1, 2020",1.6778523489932886
Bahrain,BHR,"Mar 10, 2020",0
Bahrain,BHR,"Mar 11, 2020",0
Bahrain,BHR,"Mar 12, 2020",0
Bahrain,BHR,"Mar 13, 2020",0
Bahrain,BHR,"Mar 14, 2020",0
Bahrain,BHR,"Mar 15, 2020",0
Bahrain,BHR,"Mar 16, 2020",0
Bahrain,BHR,"Mar 17, 2020",0.4524886877828055
Bahrain,BHR,"Mar 18, 2020",0.42194092827004215
Bahrain,BHR,"Mar 19, 2020",0.390625
Bahrain,BHR,"Mar 20, 2020",0.37174721189591076
Bahrain,BHR,"Mar 21, 2020",0.3508771929824561
Bahrain,BHR,"Mar 22, 2020",0.32679738562091504
Bahrain,BHR,"Mar 23, 2020",0.5988023952095809
Bahrain,BHR,"Mar 24, 2020",0.5899705014749262
Bahrain,BHR,"Mar 25, 2020",0.7692307692307693
Bahrain,BHR,"Mar 26, 2020",0.7159904534606205
Bahrain,BHR,"Mar 27, 2020",0.8733624454148471
Bahrain,BHR,"Mar 28, 2020",0.8583690987124464
Bahrain,BHR,"Mar 29, 2020",0.8456659619450317
Bahrain,BHR,"Mar 30, 2020",0.8
Bahrain,BHR,"Mar 31, 2020",0.7766990291262136
Bahrain,BHR,"Apr 1, 2020",0.7054673721340388
Belarus,BLR,"Mar 31, 2020",0
Belarus,BLR,"Apr 1, 2020",0
Belgium,BEL,"Mar 7, 2020",0
Belgium,BEL,"Mar 8, 2020",0
Belgium,BEL,"Mar 9, 2020",0
Belgium,BEL,"Mar 10, 2020",0
Belgium,BEL,"Mar 11, 2020",0
Belgium,BEL,"Mar 12, 2020",0.9554140127388535
Belgium,BEL,"Mar 13, 2020",0.7518796992481203
Belgium,BEL,"Mar 14, 2020",0.5366726296958855
Belgium,BEL,"Mar 15, 2020",0.5805515239477503
Belgium,BEL,"Mar 16, 2020",0.4514672686230248
Belgium,BEL,"Mar 17, 2020",0.4608294930875576
Belgium,BEL,"Mar 18, 2020",0.4022526146419952
Belgium,BEL,"Mar 19, 2020",0.9421265141318977
Belgium,BEL,"Mar 20, 2020",1.16991643454039
Belgium,BEL,"Mar 21, 2020",1.639344262295082
Belgium,BEL,"Mar 22, 2020",2.380106571936057
Belgium,BEL,"Mar 23, 2020",2.2052337547780065
Belgium,BEL,"Mar 24, 2020",2.351055303232701
Belgium,BEL,"Mar 25, 2020",2.8578121339892246
Belgium,BEL,"Mar 26, 2020",3.6054283978124366
Belgium,BEL,"Mar 27, 2020",3.5284683239775463
Belgium,BEL,"Mar 28, 2020",3.9676002196595275
Belgium,BEL,"Mar 29, 2020",3.8646814101160496
Belgium,BEL,"Mar 30, 2020",3.9774824658545587
Belgium,BEL,"Mar 31, 2020",4.311286662744768
Belgium,BEL,"Apr 1, 2020",5.518590998043052
Bolivia,BOL,"Mar 31, 2020",5.607476635514018
Bolivia,BOL,"Apr 1, 2020",6.086956521739131
Bosnia and Herzegovina,BIH,"Mar 23, 2020",0.8
Bosnia and Herzegovina,BIH,"Mar 24, 2020",0.7751937984496124
Bosnia and Herzegovina,BIH,"Mar 25, 2020",1.2345679012345678
Bosnia and Herzegovina,BIH,"Mar 26, 2020",1.6574585635359116
Bosnia and Herzegovina,BIH,"Mar 27, 2020",1.6574585635359116
Bosnia and Herzegovina,BIH,"Mar 28, 2020",1.3100436681222707
Bosnia and Herzegovina,BIH,"Mar 29, 2020",1.9455252918287937
Bosnia and Herzegovina,BIH,"Mar 30, 2020",1.8575851393188854
Bosnia and Herzegovina,BIH,"Mar 31, 2020",2.26628895184136
Bosnia and Herzegovina,BIH,"Apr 1, 2020",2.9055690072639226
Brazil,BRA,"Mar 15, 2020",0
Brazil,BRA,"Mar 16, 2020",0
Brazil,BRA,"Mar 17, 2020",0
Brazil,BRA,"Mar 18, 2020",0.3436426116838488
Brazil,BRA,"Mar 19, 2020",0.9345794392523363
Brazil,BRA,"Mar 20, 2020",0.966183574879227
Brazil,BRA,"Mar 21, 2020",1.2168141592920354
Brazil,BRA,"Mar 22, 2020",1.5957446808510638
Brazil,BRA,"Mar 23, 2020",1.6170763260025873
Brazil,BRA,"Mar 24, 2020",1.7979904812268643
Brazil,BRA,"Mar 25, 2020",2.0899591094956835
Brazil,BRA,"Mar 26, 2020",2.342786683107275
Brazil,BRA,"Mar 27, 2020",2.6415094339622645
Brazil,BRA,"Mar 28, 2020",2.692420251682763
Brazil,BRA,"Mar 29, 2020",2.920081967213115
Brazil,BRA,"Mar 30, 2020",3.195488721804511
Brazil,BRA,"Mar 31, 2020",3.4723738807599913
Brazil,BRA,"Apr 1, 2020",3.5158299807591393
Brunei,BRN,"Mar 25, 2020",0
Brunei,BRN,"Mar 26, 2020",0
Brunei,BRN,"Mar 27, 2020",0
Brunei,BRN,"Mar 28, 2020",0
Brunei,BRN,"Mar 29, 2020",0.8333333333333334
Brunei,BRN,"Mar 30, 2020",0.7936507936507936
Brunei,BRN,"Mar 31, 2020",0.7874015748031495
Brunei,BRN,"Apr 1, 2020",0.7751937984496124
Bulgaria,BGR,"Mar 20, 2020",2.857142857142857
Bulgaria,BGR,"Mar 21, 2020",2.3622047244094486
Bulgaria,BGR,"Mar 22, 2020",1.8404907975460123
Bulgaria,BGR,"Mar 23, 2020",1.6216216216216217
Bulgaria,BGR,"Mar 24, 2020",1.4925373134328357
Bulgaria,BGR,"Mar 25, 2020",1.3636363636363635
Bulgaria,BGR,"Mar 26, 2020",1.2396694214876034
Bulgaria,BGR,"Mar 27, 2020",1.1363636363636365
Bulgaria,BGR,"Mar 28, 2020",1.023890784982935
Bulgaria,BGR,"Mar 29, 2020",2.1148036253776437
Bulgaria,BGR,"Mar 30, 2020",2.312138728323699
Bulgaria,BGR,"Mar 31, 2020",2.2284122562674096
Bulgaria,BGR,"Apr 1, 2020",2.0050125313283207
Burkina Faso,BFA,"Mar 26, 2020",2.631578947368421
Burkina Faso,BFA,"Mar 27, 2020",2.054794520547945
Burkina Faso,BFA,"Mar 28, 2020",2.054794520547945
Burkina Faso,BFA,"Mar 29, 2020",5
Burkina Faso,BFA,"Mar 30, 2020",5
Burkina Faso,BFA,"Mar 31, 2020",5.405405405405405
Burkina Faso,BFA,"Apr 1, 2020",4.878048780487805
Cambodia,KHM,"Mar 28, 2020",0
Cambodia,KHM,"Mar 29, 2020",0
Cambodia,KHM,"Mar 30, 2020",0
Cambodia,KHM,"Mar 31, 2020",0
Cambodia,KHM,"Apr 1, 2020",0
Cameroon,CMR,"Mar 31, 2020",1.4084507042253522
Cameroon,CMR,"Apr 1, 2020",4.145077720207254
Canada,CAN,"Mar 12, 2020",0.9708737864077669
Canada,CAN,"Mar 13, 2020",0.7246376811594203
Canada,CAN,"Mar 14, 2020",0.5681818181818182
Canada,CAN,"Mar 15, 2020",0.4098360655737705
Canada,CAN,"Mar 16, 2020",0.3289473684210526
Canada,CAN,"Mar 17, 2020",0.9433962264150944
Canada,CAN,"Mar 18, 2020",1.4059753954305798
Canada,CAN,"Mar 19, 2020",1.3043478260869565
Canada,CAN,"Mar 20, 2020",1.1820330969267139
Canada,CAN,"Mar 21, 2020",1.235839340885685
Canada,CAN,"Mar 22, 2020",1.0560519902518277
Canada,CAN,"Mar 23, 2020",1.2587412587412588
Canada,CAN,"Mar 24, 2020",1.4580801944106925
Canada,CAN,"Mar 25, 2020",1.3782542113323124
Canada,CAN,"Mar 26, 2020",1.03397341211226
Canada,CAN,"Mar 27, 2020",0.9706321553011448
Canada,CAN,"Mar 28, 2020",1.130304969076562
Canada,CAN,"Mar 29, 2020",1.1139992573338284
Canada,CAN,"Mar 30, 2020",0.9752198241406874
Canada,CAN,"Mar 31, 2020",1.198814655172414
Canada,CAN,"Apr 1, 2020",1.1246485473289598
Chile,CHL,"Mar 17, 2020",0
Chile,CHL,"Mar 18, 2020",0
Chile,CHL,"Mar 19, 2020",0
Chile,CHL,"Mar 20, 2020",0
Chile,CHL,"Mar 21, 2020",0
Chile,CHL,"Mar 22, 2020",0
Chile,CHL,"Mar 23, 2020",0.15822784810126583
Chile,CHL,"Mar 24, 2020",0.2680965147453083
Chile,CHL,"Mar 25, 2020",0.21691973969631237
Chile,CHL,"Mar 26, 2020",0.2626970227670753
Chile,CHL,"Mar 27, 2020",0.3062787136294028
Chile,CHL,"Mar 28, 2020",0.3105590062111801
Chile,CHL,"Mar 29, 2020",0.3143006809848088
Chile,CHL,"Mar 30, 2020",0.3272557269752221
Chile,CHL,"Mar 31, 2020",0.32666394446712943
Chile,CHL,"Apr 1, 2020",0.4382761139517896
China,CHN,"Jan 19, 2020",1.3888888888888888
China,CHN,"Jan 20, 2020",1.276595744680851
China,CHN,"Jan 21, 2020",1.5544041450777202
China,CHN,"Jan 22, 2020",3.2319391634980987
China,CHN,"Jan 23, 2020",2.7287319422150884
China,CHN,"Jan 24, 2020",2.947845804988662
China,CHN,"Jan 25, 2020",3.0990173847316704
China,CHN,"Jan 26, 2020",2.8169014084507045
China,CHN,"Jan 27, 2020",2.918918918918919
China,CHN,"Jan 28, 2020",2.340989399293286
China,CHN,"Jan 29, 2020",2.2022022022022023
China,CHN,"Jan 30, 2020",2.1980863718644947
China,CHN,"Jan 31, 2020",2.1927115503397157
China,CHN,"Feb 1, 2020",2.1932424422050976
China,CHN,"Feb 2, 2020",2.1112577262309884
China,CHN,"Feb 3, 2020",2.097495787577712
China,CHN,"Feb 4, 2020",2.083333333333333
China,CHN,"Feb 5, 2020",2.023026315789474
China,CHN,"Feb 6, 2020",2.010910257781581
China,CHN,"Feb 7, 2020",2.0412087031755695
China,CHN,"Feb 8, 2020",2.088086642599278
China,CHN,"Feb 9, 2020",2.180919639020198
China,CHN,"Feb 10, 2020",2.2608565885688705
China,CHN,"Feb 11, 2020",2.381956155143339
China,CHN,"Feb 12, 2020",2.4908326625525445
China,CHN,"Feb 13, 2020",2.2851415685291907
China,CHN,"Feb 14, 2020",2.157104700020306
China,CHN,"Feb 15, 2020",2.289697862047206
China,CHN,"Feb 16, 2020",2.429775690575504
China,CHN,"Feb 17, 2020",2.5078591860432184
China,CHN,"Feb 18, 2020",2.5776466045126054
China,CHN,"Feb 19, 2020",2.7040857550701607
China,CHN,"Feb 20, 2020",2.839843540695494
China,CHN,"Feb 21, 2020",2.962551129820102
China,CHN,"Feb 22, 2020",3.073236522672812
China,CHN,"Feb 23, 2020",3.1746650046743534
China,CHN,"Feb 24, 2020",3.359919206567056
China,CHN,"Feb 25, 2020",3.4276968192516946
China,CHN,"Feb 26, 2020",3.4762471372458705
China,CHN,"Feb 27, 2020",3.493727575765287
China,CHN,"Feb 28, 2020",3.534912007297883
China,CHN,"Feb 29, 2020",3.575074034402369
China,CHN,"Mar 1, 2020",3.5931889551977383
China,CHN,"Mar 2, 2020",3.6364090149000425
China,CHN,"Mar 3, 2020",3.670524912473057
China,CHN,"Mar 4, 2020",3.711122169693954
China,CHN,"Mar 5, 2020",3.7442389157359903
China,CHN,"Mar 6, 2020",3.7735381258755125
China,CHN,"Mar 7, 2020",3.8034865293185423
China,CHN,"Mar 8, 2020",3.834731605909867
China,CHN,"Mar 9, 2020",3.861042060871393
China,CHN,"Mar 10, 2020",3.8811063440448073
China,CHN,"Mar 11, 2020",3.906906609976764
China,CHN,"Mar 12, 2020",3.9193396925814263
China,CHN,"Mar 13, 2020",3.9269214615707684
China,CHN,"Mar 14, 2020",3.944524718115915
China,CHN,"Mar 15, 2020",3.954565096610902
China,CHN,"Mar 16, 2020",3.969390274006418
China,CHN,"Mar 17, 2020",3.9783871803412163
China,CHN,"Mar 18, 2020",3.996990849221814
China,CHN,"Mar 19, 2020",4.004683840749414
China,CHN,"Mar 20, 2020",4.0047273756909485
China,CHN,"Mar 21, 2020",4.009547126634761
China,CHN,"Mar 22, 2020",4.0137191748826
China,CHN,"Mar 23, 2020",4.017966717392372
China,CHN,"Mar 24, 2020",4.0231505891873995
China,CHN,"Mar 25, 2020",4.0242064901814265
China,CHN,"Mar 26, 2020",4.026525393659844
China,CHN,"Mar 27, 2020",4.028010314443888
China,CHN,"Mar 28, 2020",4.0258218827032435
China,CHN,"Mar 29, 2020",4.026371269452468
China,CHN,"Mar 30, 2020",4.024002823861631
China,CHN,"Mar 31, 2020",4.023540569788792
China,CHN,"Apr 1, 2020",4.022115559876056
Colombia,COL,"Mar 19, 2020",0
Colombia,COL,"Mar 20, 2020",0
Colombia,COL,"Mar 21, 2020",0
Colombia,COL,"Mar 22, 2020",0.4761904761904762
Colombia,COL,"Mar 23, 2020",0.851063829787234
Colombia,COL,"Mar 24, 2020",0.9803921568627451
Colombia,COL,"Mar 25, 2020",0.7936507936507936
Colombia,COL,"Mar 26, 2020",0.851063829787234
Colombia,COL,"Mar 27, 2020",1.2219959266802443
Colombia,COL,"Mar 28, 2020",1.1131725417439702
Colombia,COL,"Mar 29, 2020",0.9868421052631579
Colombia,COL,"Mar 30, 2020",1.4245014245014245
Colombia,COL,"Mar 31, 2020",1.7543859649122806
Colombia,COL,"Apr 1, 2020",1.7660044150110374
Costa Rica,CRI,"Mar 21, 2020",1.7699115044247788
Costa Rica,CRI,"Mar 22, 2020",1.7094017094017095
Costa Rica,CRI,"Mar 23, 2020",1.4925373134328357
Costa Rica,CRI,"Mar 24, 2020",1.2658227848101267
Costa Rica,CRI,"Mar 25, 2020",1.1299435028248588
Costa Rica,CRI,"Mar 26, 2020",0.9950248756218906
Costa Rica,CRI,"Mar 27, 2020",0.8658008658008658
Costa Rica,CRI,"Mar 28, 2020",0.7604562737642585
Costa Rica,CRI,"Mar 29, 2020",0.6779661016949152
Costa Rica,CRI,"Mar 30, 2020",0.6369426751592357
Costa Rica,CRI,"Mar 31, 2020",0.6060606060606061
Costa Rica,CRI,"Apr 1, 2020",0.5763688760806917
Cote d'Ivoire,CIV,"Mar 28, 2020",0
Cote d'Ivoire,CIV,"Mar 29, 2020",0
Cote d'Ivoire,CIV,"Mar 30, 2020",0.6060606060606061
Cote d'Ivoire,CIV,"Mar 31, 2020",0.5952380952380952
Cote d'Ivoire,CIV,"Apr 1, 2020",0.5952380952380952
Croatia,HRV,"Mar 20, 2020",0
Croatia,HRV,"Mar 21, 2020",0
Croatia,HRV,"Mar 22, 2020",0
Croatia,HRV,"Mar 23, 2020",0
Croatia,HRV,"Mar 24, 2020",0
Croatia,HRV,"Mar 25, 2020",0.2617801047120419
Croatia,HRV,"Mar 26, 2020",0.23923444976076555
Croatia,HRV,"Mar 27, 2020",0.40404040404040403
Croatia,HRV,"Mar 28, 2020",0.5119453924914675
Croatia,HRV,"Mar 29, 2020",0.76103500761035
Croatia,HRV,"Mar 30, 2020",0.8415147265077139
Croatia,HRV,"Mar 31, 2020",0.7594936708860759
Croatia,HRV,"Apr 1, 2020",0.6920415224913495
Cuba,CUB,"Mar 29, 2020",2.5210084033613445
Cuba,CUB,"Mar 30, 2020",2.158273381294964
Cuba,CUB,"Mar 31, 2020",2.3529411764705883
Cuba,CUB,"Apr 1, 2020",3.225806451612903
Cyprus,CYP,"Mar 24, 2020",0
Cyprus,CYP,"Mar 25, 2020",2.4193548387096775
Cyprus,CYP,"Mar 26, 2020",2.272727272727273
Cyprus,CYP,"Mar 27, 2020",2.054794520547945
Cyprus,CYP,"Mar 28, 2020",3.0864197530864197
Cyprus,CYP,"Mar 29, 2020",2.793296089385475
Cyprus,CYP,"Mar 30, 2020",2.803738317757009
Cyprus,CYP,"Mar 31, 2020",3.0434782608695654
Cyprus,CYP,"Apr 1, 2020",3.0534351145038165
Czech Republic,CZE,"Mar 13, 2020",0
Czech Republic,CZE,"Mar 14, 2020",0
Czech Republic,CZE,"Mar 15, 2020",0
Czech Republic,CZE,"Mar 16, 2020",0
Czech Republic,CZE,"Mar 17, 2020",0
Czech Republic,CZE,"Mar 18, 2020",0
Czech Republic,CZE,"Mar 19, 2020",0
Czech Republic,CZE,"Mar 20, 2020",0
Czech Republic,CZE,"Mar 21, 2020",0
Czech Republic,CZE,"Mar 22, 2020",0
Czech Republic,CZE,"Mar 23, 2020",0.08583690987124463
Czech Republic,CZE,"Mar 24, 2020",0.08090614886731393
Czech Republic,CZE,"Mar 25, 2020",0.2152080344332855
Czech Republic,CZE,"Mar 26, 2020",0.36275695284159615
Czech Republic,CZE,"Mar 27, 2020",0.4364694471387003
Czech Republic,CZE,"Mar 28, 2020",0.39491004826678366
Czech Republic,CZE,"Mar 29, 2020",0.41306796845662785
Czech Republic,CZE,"Mar 30, 2020",0.5655708731000354
Czech Republic,CZE,"Mar 31, 2020",0.7994670219853431
Czech Republic,CZE,"Apr 1, 2020",0.9371221281741233
Denmark,DNK,"Mar 10, 2020",0
Denmark,DNK,"Mar 11, 2020",0
Denmark,DNK,"Mar 12, 2020",0
Denmark,DNK,"Mar 13, 2020",0
Denmark,DNK,"Mar 14, 2020",0
Denmark,DNK,"Mar 15, 2020",0
Denmark,DNK,"Mar 16, 2020",0.1142857142857143
Denmark,DNK,"Mar 17, 2020",0.1072961373390558
Denmark,DNK,"Mar 18, 2020",0.390625
Denmark,DNK,"Mar 19, 2020",0.35874439461883406
Denmark,DNK,"Mar 20, 2020",0.5212858384013901
Denmark,DNK,"Mar 21, 2020",0.7171314741035857
Denmark,DNK,"Mar 22, 2020",0.9803921568627451
Denmark,DNK,"Mar 23, 2020",0.9318996415770611
Denmark,DNK,"Mar 24, 2020",1.643835616438356
Denmark,DNK,"Mar 25, 2020",2.011313639220616
Denmark,DNK,"Mar 26, 2020",1.9721577726218096
Denmark,DNK,"Mar 27, 2020",2.1843367075119873
Denmark,DNK,"Mar 28, 2020",2.541544477028348
Denmark,DNK,"Mar 29, 2020",2.9532030895047705
Denmark,DNK,"Mar 30, 2020",3.0062630480167014
Denmark,DNK,"Mar 31, 2020",2.9879705083430346
Denmark,DNK,"Apr 1, 2020",3.146853146853147
Dominican Republic,DOM,"Mar 22, 2020",2.6785714285714284
Dominican Republic,DOM,"Mar 23, 2020",1.4851485148514851
Dominican Republic,DOM,"Mar 24, 2020",1.2244897959183674
Dominican Republic,DOM,"Mar 25, 2020",1.9230769230769231
Dominican Republic,DOM,"Mar 26, 2020",2.5510204081632653
Dominican Republic,DOM,"Mar 27, 2020",2.0491803278688523
Dominican Republic,DOM,"Mar 28, 2020",3.4423407917383817
Dominican Republic,DOM,"Mar 29, 2020",3.8942976356050067
Dominican Republic,DOM,"Mar 30, 2020",4.540162980209546
Dominican Republic,DOM,"Mar 31, 2020",4.661487236403995
Dominican Republic,DOM,"Apr 1, 2020",4.598737601442742
Ecuador,ECU,"Mar 18, 2020",1.8018018018018018
Ecuador,ECU,"Mar 19, 2020",1.7857142857142856
Ecuador,ECU,"Mar 20, 2020",1.507537688442211
Ecuador,ECU,"Mar 21, 2020",1.643192488262911
Ecuador,ECU,"Mar 22, 2020",1.3157894736842104
Ecuador,ECU,"Mar 23, 2020",1.7743979721166032
Ecuador,ECU,"Mar 24, 2020",1.834862385321101
Ecuador,ECU,"Mar 25, 2020",2.4953789279112755
Ecuador,ECU,"Mar 26, 2020",2.3947151114781176
Ecuador,ECU,"Mar 27, 2020",2.4233784746970777
Ecuador,ECU,"Mar 28, 2020",2.519975414874001
Ecuador,ECU,"Mar 29, 2020",2.6158038147138964
Ecuador,ECU,"Mar 30, 2020",3.068783068783069
Ecuador,ECU,"Mar 31, 2020",3.1536113936927768
Ecuador,ECU,"Apr 1, 2020",3.431798436142485
Egypt,EGY,"Mar 16, 2020",1.8181818181818181
Egypt,EGY,"Mar 17, 2020",1.5873015873015872
Egypt,EGY,"Mar 18, 2020",2.4096385542168677
Egypt,EGY,"Mar 19, 2020",3.061224489795918
Egypt,EGY,"Mar 20, 2020",2.857142857142857
Egypt,EGY,"Mar 21, 2020",2.734375
Egypt,EGY,"Mar 22, 2020",2.807017543859649
Egypt,EGY,"Mar 23, 2020",3.4013605442176873
Egypt,EGY,"Mar 24, 2020",4.281345565749235
Egypt,EGY,"Mar 25, 2020",5.191256830601093
Egypt,EGY,"Mar 26, 2020",4.751131221719457
Egypt,EGY,"Mar 27, 2020",4.605263157894736
Egypt,EGY,"Mar 28, 2020",4.848484848484849
Egypt,EGY,"Mar 29, 2020",5.597014925373134
Egypt,EGY,"Mar 30, 2020",6.25
Egypt,EGY,"Mar 31, 2020",6.568144499178982
Egypt,EGY,"Apr 1, 2020",6.25
Estonia,EST,"Mar 15, 2020",0
Estonia,EST,"Mar 16, 2020",0
Estonia,EST,"Mar 17, 2020",0
Estonia,EST,"Mar 18, 2020",0
Estonia,EST,"Mar 19, 2020",0
Estonia,EST,"Mar 20, 2020",0
Estonia,EST,"Mar 21, 2020",0
Estonia,EST,"Mar 22, 2020",0
Estonia,EST,"Mar 23, 2020",0
Estonia,EST,"Mar 24, 2020",0
Estonia,EST,"Mar 25, 2020",0
Estonia,EST,"Mar 26, 2020",0.24752475247524752
Estonia,EST,"Mar 27, 2020",0.18587360594795538
Estonia,EST,"Mar 28, 2020",0.17391304347826086
Estonia,EST,"Mar 29, 2020",0.15625
Estonia,EST,"Mar 30, 2020",0.4418262150220913
Estonia,EST,"Mar 31, 2020",0.4195804195804196
Estonia,EST,"Apr 1, 2020",0.5369127516778524
Faeroe Islands,FRO,"Mar 23, 2020",0
Faeroe Islands,FRO,"Mar 24, 2020",0
Faeroe Islands,FRO,"Mar 25, 2020",0
Faeroe Islands,FRO,"Mar 26, 2020",0
Faeroe Islands,FRO,"Mar 27, 2020",0
Faeroe Islands,FRO,"Mar 28, 2020",0
Faeroe Islands,FRO,"Mar 29, 2020",0
Faeroe Islands,FRO,"Mar 30, 2020",0
Faeroe Islands,FRO,"Mar 31, 2020",0
